conspiracy_percentage,coronavirus,china,man,bioweapon,conspiracy,new,update,cases,outbreak,covid19,misinformation
0.020366598778004074,0.16907108575954982,0.0,0.0,0.0,0.0,0.0,0.4371305867089316,0.0,0.0,0.0,1
0.3142857142857143,0.12629017600687492,0.0,0.31948339226912637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.12418300653594773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549348788619859,1
0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.30354717536262166,0.0,0.0,0.0,0.0,1
0.101010101010101,0.09847973602547208,0.0,0.0,0.2162484096836399,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.07986522130992396,0.0,0.20203956186607916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.09032258064516127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.17777777777777778,0.09621497418792903,0.2081590574841665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21127529373667792,1
0.1308016877637131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15625,0.125278797410317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2903225806451613,0.11687902401049002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2372093023255814,0.1007268865007018,0.0,0.0,0.0,0.0,0.0,0.0,0.3090369815407515,0.0,0.0,1
0.08050513022888714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0812274368231047,0.08549413143988971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.25,0.11824059331178118,0.2558110176496508,0.0,0.2596406255304048,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08860759493670886,0.10803248589402183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.07614125753660637,0.2065046928810016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.19592476489028213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.19658119658119655,0.11539252750874879,0.249649287646438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1796875,0.0,0.0,0.3467971931119732,0.0,0.0,0.0,0.0,0.0,0.0,0.30102523329267206,1
0.1851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.11486486486486487,0.11026603626168655,0.0,0.0,0.0,0.0,0.0,0.2850910722469102,0.0,0.0,0.0,1
0.15,0.09047194564246337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1217948717948718,0.10335496283816265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2377179080824089,0.11814357612191353,0.0,0.0,0.2594275886776717,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10810810810810813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.18064516129032254,0.16740670480318368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2903225806451613,0.08625372598296749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1326530612244898,0.0,0.0,0.0,0.17803091878413774,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08695652173913042,0.0,0.0,0.0,0.23873096033910957,0.0,0.0,0.0,0.0,0.0,0.0,1
0.14772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2380952380952381,0.09308527246983651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23068028028153506,0.0,1
0.12903225806451613,0.0877432449317602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19267250241275496,1
0.15441176470588236,0.09292850391214595,0.2010488486956621,0.0,0.0,0.0,0.0,0.0,0.0,0.23029178257542252,0.0,1
0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20517755149022704,0.0,1
0.2377049180327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10526315789473684,0.12046749843581613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1978798586572438,0.09710667626296408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2272727272727273,0.29869975485888767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.11244979919678716,0.0,0.0,0.0,0.3135609110146819,0.0,0.0,0.3691966274984175,0.0,0.0,0.0,1
0.13986013986013987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.3103448275862069,0.1076504744958441,0.0,0.0,0.23638613232466707,0.0,0.0,0.0,0.0,0.0,0.0,1
0.30851063829787234,0.10584259216085207,0.22898820492172522,0.0,0.2324162630336278,0.0,0.0,0.0,0.0,0.0,0.0,1
0.16470588235294115,0.10041996428425597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.18269230769230768,0.11852130074375038,0.2564183222294284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.17391304347826084,0.09239454500952494,0.0,0.23373569979978964,0.0,0.0,0.0,0.23888461759900378,0.0,0.22896854651404291,0.0,1
0.24242424242424246,0.11725619010058548,0.0,0.0,0.2574790069325089,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1050080775444265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.10317460317460317,0.14832577597752244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.2183908045977012,0.11124062104650297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0396039603960396,0.09870273200393746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20589641175413215,0.0,0
0.0,0.1814199132565026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.16666666666666666,0.09738919977364209,0.21069946965242636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07478491065519524,0.0,0.0,0.0,0.0,0.0,0.0,0.276877508002086,0.0,0.0,0.0,0
0.048302872062663184,0.08986190426343227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07096307023895727,0.254449896239391,0.0,0.0,0.0,0.0,0.0,0.6578761349491669,0.0,0.0,0.0,0
0.07917570498915401,0.09009776853102644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0711864406779661,0.12548459476019497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03368421052631579,0.1158900265510723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.18188073394495413,0.159435905228062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3501000545241324,0
0.06626506024096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.011185682326621923,0.0891915387867225,0.0,0.0,0.0,0.0,0.0,0.23060329626534154,0.0,0.0,0.0,0
0.06493506493506493,0.11622336516800813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2880201963302735,0.0,0
0.18542141230068335,0.11538505033027828,0.0,0.0,0.25337023272214665,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03805950147413562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.060692888773117994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3960650771831011,0
0.045608108108108114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30634856234012486,0.0,0.21925870755557217,0
0.0,0.15502872152187022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.049180327868852465,0.1546185649099026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38316967812177577,0.0,0
0.00575938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.027027027027027032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1019522776572668,0.09083159039322111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22509529353438257,0.0,0
0.05722763883001272,0.1723679155372442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.029227557411273482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19851692445857774,0
0.1586802827965436,0.13144384948786517,0.28437598255799723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0578537170263789,0.1158900265510723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.27791916015981705,0.0,0.27791916015981705,0.0,0.0,0
0.15636588380716934,0.12516141348505264,0.0,0.3166278979548386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.06451612903225806,0.13892112654377678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.05492400051092094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.09207365892714173,0.10958441871722036,0.2370835673724961,0.0,0.0,0.0,0.33621249659128155,0.0,0.33621249659128155,0.0,0.0,0
0.12540192926045016,0.1180077177332148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.02990808066950199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967674263537106,0
0.029513888888888888,0.10207111584401768,0.0,0.0,0.0,0.0,0.31316116916521414,0.2639032366444157,0.0,0.0,0.0,0
0.08298755186721991,0.0,0.0,0.0,0.0,0.41993286480626585,0.0,0.0,0.0,0.0,0.0,0
0.08076358296622614,0.08823103752888979,0.190885979733163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.18863503222026948,0.14922657544228327,0.0,0.3775068975785578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23485569805752457,0
0.21940928270042195,0.09823453088269309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.056422170594092276,0.13973279609119893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34628034823967857,0.0,0
0.056708160442600276,0.11655180858953681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.016983016983016984,0.09550643170431485,0.0,0.0,0.0,0.0,0.0,0.24693035085110948,0.0,0.0,0.0,0
0.06886898096304593,0.13581263467947144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.008771929824561403,0.14894805139231845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.11350641849559885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.020029673590504445,0.08923306045380927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.027927716498474538,0.0959313960792022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21065259390513685,0
0.022222222222222227,0.616346815123193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.05194805194805195,0.07809603342365372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17148850831705453,0
0.15813253012048192,0.19575225640287158,0.4235058579720824,0.0,0.0,0.6254293894503659,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328335865535222,0
0.007792207792207792,0.08732409678098596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07377777777777778,0.1505438172729756,0.0,0.0,0.0,0.0,0.0,0.3892286305153805,0.0,0.0,0.0,0
0.04488912925905895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.13765182186234814,0.0,0.0,0.33629502621200685,0.0,0.0,0.0,0.0,0.0,0.0,0.29190919284040634,0
0.06952519379844961,0.13547264791544736,0.0,0.0,0.0,0.0,0.0,0.0,0.41563935556402937,0.0,0.0,0
0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3874496268249739,0
0.06673842841765339,0.0,0.33189043354677833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.13484698914116486,0.11392086081637154,0.24646536794784996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03713188220230474,0.1814199132565026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03867660764212488,0.19274869800948707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.13432835820895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.13221153846153846,0.10931812417936225,0.0,0.0,0.0,0.3492719262486869,0.3353954867239123,0.0,0.0,0.0,0.0,0
0.24651162790697675,0.0,0.0,0.43596178857248596,0.0,0.0,0.0,0.0,0.0,0.0,0.3784214570310841,0
